"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo"
2868,131.982939951486,20.4097724045499,4.84338698851606,1,1951,50.5167,8.81667,"50.5167 8.81667","1950-1960",109
2208,116.844322572043,103.09855597926,7.09451597045747,1,1952,50.5167,8.81667,"50.5167 8.81667","1950-1960",106
2244,108.921099446211,55.7903069245163,6.48854824206642,1,1953,50.5167,8.81667,"50.5167 8.81667","1950-1960",92
2520,121.314549738885,41.9602939727019,6.69483856003611,1,1954,50.5167,8.81667,"50.5167 8.81667","1950-1960",119
1668,100.261684284006,76.2145418351884,7.39774177013145,1,1955,50.5167,8.81667,"50.5167 8.81667","1950-1960",120
2088,102.660108554128,49.6635490916754,6.26322566645761,1,1956,50.5167,8.81667,"50.5167 8.81667","1950-1960",115
2808,133.017964876968,81.5857013530484,8.54193529294383,1,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2184,107.470385906141,36.8004096270634,4.77725795773609,1,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",112
2496,116.518933360595,70.9306129312714,7.52774176722573,1,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2592,121.594775450421,45.2503162227472,6.07435470293727,1,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",97
2124,113.506425807031,48.6966925435357,6.88016113653899,1,1961,50.5167,8.81667,"50.5167 8.81667",NA,94
1860,103.452181066398,73.1700034568404,6.66096759305125,1,1962,50.5167,8.81667,"50.5167 8.81667",NA,113
1824,89.9689087203636,53.4295088199748,6.40903211481148,1,1963,50.5167,8.81667,"50.5167 8.81667",NA,109
2100,109.460944376628,58.0326566841245,6.24870953774981,1,1964,50.5167,8.81667,"50.5167 8.81667",NA,109
2184,113.629139536232,52.4661209746474,7.32677402978222,1,1965,50.5167,8.81667,"50.5167 8.81667",NA,103
2208,117.804877211163,44.0300210655823,5.68338696974059,1,1966,50.5167,8.81667,"50.5167 8.81667",NA,103
2520,118.692686360018,29.5893376870603,5.68370955037854,1,1967,50.5167,8.81667,"50.5167 8.81667",NA,103
1836,99.7576650213732,52.8188706978481,6.3772579219733,1,1968,50.5167,8.81667,"50.5167 8.81667",NA,106
1596,95.8590457365687,44.8533170933684,4.75516118403644,1,1969,50.5167,8.81667,"50.5167 8.81667",NA,110
1884,100.085252342037,51.1218415252796,5.48209665165914,1,1970,50.5167,8.81667,"50.5167 8.81667",NA,115
3156,136.391414116709,50.6241186983691,6.62919340021307,2,1951,50,8.71667,"50 8.71667","1950-1960",109
2688,131.262168093153,94.1856361384632,7.11951596989867,2,1952,50,8.71667,"50 8.71667","1950-1960",103
2148,106.491068531901,90.7870029854325,7.67967724770067,2,1953,50,8.71667,"50 8.71667","1950-1960",93
2532,121.033231721928,56.0778277605369,7.38790306067395,2,1954,50,8.71667,"50 8.71667","1950-1960",113
1776,105.89389079874,77.3836222640213,7.80548369650158,2,1955,50,8.71667,"50 8.71667","1950-1960",118
2016,103.644008776676,84.8246052098522,7.76629014899053,2,1956,50,8.71667,"50 8.71667","1950-1960",115
2640,131.074776807021,113.678028168033,9.39064495139305,2,1957,50,8.71667,"50 8.71667","1950-1960",98
2256,110.650161664194,63.3316126422637,7.03193532669496,2,1958,50,8.71667,"50 8.71667","1950-1960",120
2376,116.96249297076,110.123960840527,9.07677399066667,2,1959,50,8.71667,"50 8.71667","1950-1960",103
2688,124.906617549389,93.5800994904607,8.31516110446424,2,1960,50,8.71667,"50 8.71667","1950-1960",99
2088,111.607190205199,95.1331561887312,8.59129013055034,2,1961,50,8.71667,"50 8.71667",NA,95
1980,107.839189270955,117.811441506482,8.75096754633611,2,1962,50,8.71667,"50 8.71667",NA,114
1476,91.1344934203358,63.3992334149633,7.09209661567283,2,1963,50,8.71667,"50 8.71667",NA,106
2148,113.147694072443,78.8931277824602,7.47983854249,2,1964,50,8.71667,"50 8.71667",NA,108
2448,119.616376550726,92.498612110892,8.83596754443621,2,1965,50,8.71667,"50 8.71667",NA,105
2424,116.278160004527,65.1192044999147,6.85612887901164,2,1966,50,8.71667,"50 8.71667",NA,102
2352,113.177840981569,61.1859367689563,7.51306434819895,2,1967,50,8.71667,"50 8.71667",NA,103
2016,103.406352176545,94.1991955587471,8.25580626708125,2,1968,50,8.71667,"50 8.71667",NA,107
2064,104.543192195728,98.3990907198392,7.77887079387062,2,1969,50,8.71667,"50 8.71667",NA,116
1956,105.552678390296,44.2307822506446,6.14032244339826,2,1970,50,8.71667,"50 8.71667",NA,107
2856,130.808422276429,49.3775995496592,6.14903212062293,3,1951,48.7167,9.21667,"48.7167 9.21667","1950-1960",110
2424,119.194650305344,35.1578318692008,5.11741924045547,3,1952,48.7167,9.21667,"48.7167 9.21667","1950-1960",99
2172,109.334873270629,74.4603573713305,6.96354823144934,3,1953,48.7167,9.21667,"48.7167 9.21667","1950-1960",94
2412,121.009643217215,38.200589076143,6.05758050976381,3,1954,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1896,105.557497643215,51.443897725657,6.45741921050414,3,1955,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
2100,104.940605528701,66.378450257194,6.77983855813622,3,1956,48.7167,9.21667,"48.7167 9.21667","1950-1960",115
2472,125.024972884919,81.6168482825902,7.83693530870181,3,1957,48.7167,9.21667,"48.7167 9.21667","1950-1960",86
2088,108.694584302942,49.6225233699659,6.11177405693959,3,1958,48.7167,9.21667,"48.7167 9.21667","1950-1960",122
2472,119.327234449991,70.6530328497578,7.60629015256681,3,1959,48.7167,9.21667,"48.7167 9.21667","1950-1960",95
2760,124.212479521012,57.439963943519,6.73419339786614,3,1960,48.7167,9.21667,"48.7167 9.21667","1950-1960",98
1920,112.67488184488,52.8568879830916,6.85016113720954,3,1961,48.7167,9.21667,"48.7167 9.21667",NA,88
1776,98.6410675332009,71.2114975507468,6.62935469053205,3,1962,48.7167,9.21667,"48.7167 9.21667",NA,112
1596,90.979000202508,71.9438884078485,6.80612888012923,3,1963,48.7167,9.21667,"48.7167 9.21667",NA,110
2148,110.956224584868,70.3098622592915,6.63596759361005,3,1964,48.7167,9.21667,"48.7167 9.21667",NA,108
2244,114.542090062743,60.4250320830092,7.61193531373095,3,1965,48.7167,9.21667,"48.7167 9.21667",NA,111
2076,112.848965707231,57.253126323103,6.1920966357894,3,1966,48.7167,9.21667,"48.7167 9.21667",NA,104
2136,110.458076698952,46.7504510757358,6.42306437256235,3,1967,48.7167,9.21667,"48.7167 9.21667",NA,106
1788,102.015476837468,82.5534318640578,7.46354822027347,3,1968,48.7167,9.21667,"48.7167 9.21667",NA,107
1752,97.8691814542087,84.0874702271472,6.97951597302792,3,1969,48.7167,9.21667,"48.7167 9.21667",NA,118
1836,100.995043177553,83.2895741597492,7.03225790733291,3,1970,48.7167,9.21667,"48.7167 9.21667",NA,124
1752,102.038784536135,25.5431252687644,5.03758053256259,4,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110
1752,95.8710388871024,117.348325653779,7.39451596375194,4,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111
1560,91.3544279290554,35.4289626700278,4.95548376020405,4,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93
1956,107.422394195681,26.1379705823221,5.48596761931455,4,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118
1464,90.7504277482925,81.5311085098057,6.86887081421071,4,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122
1620,92.0880154716068,44.0546069170051,5.53887084393852,4,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116
2508,117.572776504202,62.1947651103428,7.50258047746555,4,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98
1512,90.0214783397238,49.2024901964873,6.06370954188488,4,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125
2196,105.258298130088,46.0825691207901,6.43499985616654,4,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96
2292,103.6574191235,48.0648024008382,6.34548372913512,4,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102
1896,97.3290884269485,72.2071957682191,7.1272579052095,4,1961,48.8333,12.9667,"48.8333 12.9667",NA,100
1392,87.012019975462,80.5330992843514,6.34887082583361,4,1962,48.8333,12.9667,"48.8333 12.9667",NA,113
1584,76.76396594755,64.616503316497,6.22064502224807,4,1963,48.8333,12.9667,"48.8333 12.9667",NA,111
1788,90.8771696965745,56.1339855048213,6.58741920759841,4,1964,48.8333,12.9667,"48.8333 12.9667",NA,110
1764,95.7540660459772,29.8532255956234,6.392419211957,4,1965,48.8333,12.9667,"48.8333 12.9667",NA,115
