"siteslist","cc","meanmat","varmat","varlogmat","sdmat","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint11","matslopeconfint89","matslopelog","matslopelogse","matslopelogconfint11","matslopelogconfint89","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
1,"1950-1970",7.627855807765,1.22380433959169,0.021930907446269,1.10625690487865,119.1,62.3052631578947,0.00456057935715606,7.89336830243558,2275.2,87.4464528806808,-3.59752683456315,1.45237223116914,-6.03920359934358,-1.15585006978272,-0.224817768454728,0.0935144436525979,-0.382030939663677,-0.0676045972457794,7.81989498650205,1.94924207912256,1.39615259879519,0.798661746863349
1,"1990-2010",8.81410034646776,0.95031390092968,0.0129087798646086,0.974840448960588,115.6,19.0947368421053,0.00150073235758744,4.36975249208754,2472,88.4264318406386,-2.16970155771671,0.924526273425422,-3.72398239000357,-0.615420725429856,-0.160443605830178,0.0709125304620648,-0.279659240944345,-0.0412279707160116,7.88482240440564,0.561082090312823,0.749054130429052,0.85176585684592
1,"1970-1990",8.00060308204215,0.954669755384075,0.0154667582346785,0.977072031829831,117.25,12.8289473684211,0.000945154956210388,3.58175199705689,2513.4,67.8917177236278,-2.00665880182579,0.723088290627328,-3.22228923059563,-0.791028373055958,-0.132706279313733,0.0491583825207725,-0.215349611249745,-0.05006294737772,7.14425790482952,1.70302749219121,1.30500095486218,0.875722272084119
2,"1950-1970",6.72901343655135,1.23415231066178,0.0275944891201092,1.11092407961201,114.55,86.9973684210526,0.00654094804130469,9.32723798458325,1824.6,61.7387979317216,-6.90558966184865,1.12557218324462,-8.79786175844418,-5.01331756525311,-0.402859326556523,0.0644388441261516,-0.511191629443832,-0.294527023669214,6.43062888852231,1.31616817573195,1.14724372987258,0.66840611970082
2,"1990-2010",8.23435035942618,0.947440928530508,0.0146797808666182,0.973365773247913,114.5,24.3684210526316,0.00198283214948373,4.93643809366952,2152.8,64.868605783457,-3.00194861877293,0.963458993983874,-4.62168176220783,-1.38221547533803,-0.20573329298939,0.0717813571962709,-0.326409568842896,-0.0850570171358842,6.69386275360631,0.899658877233779,0.948503493527451,0.814050160217448
2,"1970-1990",7.27816288079864,1.02731082942385,0.0209665071281748,1.01356343137657,116,67.1578947368421,0.00517306508736716,8.19499205227449,2005.2,55.2324462412011,-2.70188150971981,1.79617422721894,-5.72154601581375,0.317782996374136,-0.164888286003612,0.110438971363274,-0.350554373881709,0.0207778018744846,6.26838695666482,1.230931863479,1.10947368760102,0.847988430973172
3,"1950-1970",7.68809221946209,1.37629740231537,0.0238494279055135,1.17315702372503,113.55,70.8921052631579,0.00571069809115099,8.41974496425859,1920.6,73.7494265258918,-6.07406866677094,0.90107905024586,-7.58893085774291,-4.55920647579897,-0.4066326689989,0.0641603391514913,-0.514496759185009,-0.298768578812791,7.07161274516294,0.883069797316517,0.939717934976511,0.665888746962192
3,"1990-2010",8.64502154589914,0.890113556928055,0.0123710108938693,0.943458296337498,113.95,15.5236842105263,0.00124495365532008,3.94001068660052,2209.8,68.603498554001,-1.95321473260659,0.87002773894512,-3.41587455858433,-0.490554906628853,-0.141735039269529,0.0668937524239505,-0.254194447055819,-0.029275631483239,6.99989500483047,0.810066033328274,0.900036684434737,0.867851172505818
3,"1970-1990",7.6311520033435,0.937772698850355,0.0171323385111857,0.968386647393671,116.4,53.2,0.00420700086741188,7.29383301152419,2151.6,68.9362379797482,-3.45578982505844,1.57740436848434,-6.10766619155365,-0.803913458563238,-0.213335675078382,0.105421625832785,-0.390566779320907,-0.0361045708358571,6.94465307058136,1.35987380764365,1.16613627318751,0.8078849048673
4,"1950-1970",7.39988842155612,1.23168621542082,0.0238809005658188,1.10981359489818,114.35,53.0815789473684,0.00427092487038964,7.28571060002855,1762.2,70.9860232822661,-2.58321895223247,1.42251056550545,-4.97469334213689,-0.191744562328056,-0.147644919901612,0.0934058299603719,-0.304675493617333,0.00938565381410914,6.78597565477323,4.24432792098997,2.06017667227594,0.862737401442094
